ortho	Lexique3__lemme	Lexique3__cgram	Lexique3__freqlemlivres	Lexique3__islem
foncièrement	foncièrement	ADV	2.09	1
foncières	foncier	ADJ	2.64	0
foncteur	foncteur	NOM	0.0	1
fonction	fonction	NOM	37.91	1
fonctionna	fonctionner	VER	24.39	0
fonctionnaient	fonctionner	VER	24.39	0
fonctionnaire	fonctionnaire	NOM	26.89	1
fonctionnaires	fonctionnaire	NOM	26.89	0
fonctionnais	fonctionner	VER	24.39	0
fonctionnait	fonctionner	VER	24.39	0
fonctionnaliste	fonctionnaliste	ADJ	0.07	1
fonctionnalité	fonctionnalité	NOM	0.0	1
fonctionnant	fonctionner	VER	24.39	0
fonctionnarisé	fonctionnariser	VER	0.14	0
fonctionnarisée	fonctionnariser	VER	0.14	0
fonctionnassent	fonctionner	VER	24.39	0
fonctionne	fonctionner	VER	24.39	0
fonctionnel	fonctionnel	ADJ	1.55	1
fonctionnelle	fonctionnel	ADJ	1.55	0
fonctionnellement	fonctionnellement	ADV	0.07	1
fonctionnelles	fonctionnel	ADJ	1.55	0
fonctionnels	fonctionnel	ADJ	1.55	0
fonctionnement	fonctionnement	NOM	6.01	1
fonctionnent	fonctionner	VER	24.39	0
fonctionner	fonctionner	VER	24.39	1
fonctionnera	fonctionner	VER	24.39	0
fonctionneraient	fonctionner	VER	24.39	0
fonctionnerait	fonctionner	VER	24.39	0
fonctionneront	fonctionner	VER	24.39	0
fonctionnes	fonctionner	VER	24.39	0
fonctionnez	fonctionner	VER	24.39	0
fonctionnons	fonctionner	VER	24.39	0
fonctionnât	fonctionner	VER	24.39	0
fonctionné	fonctionner	VER	24.39	0
fonctions	fonction	NOM	37.91	0
foncèrent	foncer	VER	41.82	0
foncé	foncé	ADJ	11.08	1
foncé	foncer	VER	41.82	0
foncée	foncé	ADJ	11.08	0
foncée	foncer	VER	41.82	0
foncées	foncé	ADJ	11.08	0
foncées	foncer	VER	41.82	0
foncés	foncé	ADJ	11.08	0
foncés	foncer	VER	41.82	0
fond	fondre	VER	38.18	0
fond	fond	NOM	376.15	1
fonda	fonder	VER	34.66	0
fondaient	fonder	VER	34.66	0
fondais	fonder	VER	34.66	0
fondait	fonder	VER	34.66	0
fondamental	fondamental	ADJ	9.19	1
fondamentale	fondamental	ADJ	9.19	0
fondamentalement	fondamentalement	ADV	1.15	1
fondamentales	fondamental	ADJ	9.19	0
fondamentalisme	fondamentalisme	NOM	0.0	1
fondamentaliste	fondamentaliste	NOM	0.0	1
fondamentaliste	fondamentaliste	ADJ	0.0	1
fondamentalistes	fondamentaliste	ADJ	0.0	0
fondamentalistes	fondamentaliste	NOM	0.0	0
fondamentaux	fondamental	ADJ	9.19	0
fondant	fonder	VER	34.66	0
fondant	fondant	NOM	0.68	1
fondant	fondant	ADJ	2.7	1
fondante	fondant	ADJ	2.7	0
fondantes	fondant	ADJ	2.7	0
fondants	fondant	ADJ	2.7	0
fondants	fondant	NOM	0.68	0
fondateur	fondateur	ADJ	1.55	1
fondateur	fondateur	NOM	2.16	1
fondateurs	fondateur	NOM	2.16	0
fondateurs	fondateur	ADJ	1.55	0
fondation	fondation	NOM	7.64	1
fondations	fondation	NOM	7.64	0
fondatrice	fondateur	NOM	2.16	0
fondatrice	fondateur	ADJ	1.55	0
fondatrices	fondateur	ADJ	1.55	0
fondatrices	fondateur	NOM	2.16	0
fonde	fonder	VER	34.66	0
fondement	fondement	NOM	3.78	1
fondements	fondement	NOM	3.78	0
fondent	fonder	VER	34.66	0
fonder	fonder	VER	34.66	1
fondera	fonder	VER	34.66	0
fonderais	fonder	VER	34.66	0
fonderait	fonder	VER	34.66	0
fonderez	fonder	VER	34.66	0
fonderie	fonderie	NOM	1.42	1
fonderies	fonderie	NOM	1.42	0
fonderons	fonder	VER	34.66	0
fonderont	fonder	VER	34.66	0
fondeur	fondeur	NOM	0.41	1
fondez	fonder	VER	34.66	0
fondions	fonder	VER	34.66	0
fondirent	fondre	VER	38.18	0
fondis	fondre	VER	38.18	0
fondit	fondre	VER	38.18	0
fondons	fonder	VER	34.66	0
fondouk	fondouk	NOM	0.07	1
fondra	fondre	VER	38.18	0
fondrai	fondre	VER	38.18	0
fondraient	fondre	VER	38.18	0
fondrait	fondre	VER	38.18	0
fondras	fondre	VER	38.18	0
fondre	fondre	VER	38.18	1
fondriez	fondre	VER	38.18	0
fondrière	fondrière	NOM	1.96	1
fondrières	fondrière	NOM	1.96	0
fonds	fondre	VER	38.18	0
fonds	fonds	NOM	16.62	1
fondu	fondre	VER	38.18	0
fondu	fondu	ADJ	2.84	1
fondu	fondu	NOM	1.01	1
fondue	fondre	VER	38.18	0
fondue	fondue	NOM	0.81	1
fondues	fondre	VER	38.18	0
fondues	fondue	NOM	0.81	0
fondus	fondre	VER	38.18	0
fondus	fondu	NOM	1.01	0
fondus	fondu	ADJ	2.84	0
fondât	fonder	VER	34.66	0
fondèrent	fonder	VER	34.66	0
fondé	fondé	ADJ	1.82	1
fondé	fonder	VER	34.66	0
fondée	fondé	ADJ	1.82	0
fondée	fonder	VER	34.66	0
fondées	fondé	ADJ	1.82	0
fondées	fonder	VER	34.66	0
fondés	fonder	VER	34.66	0
fondés	fondé	ADJ	1.82	0
fondît	fondre	VER	38.18	0
fongible	fongible	ADJ	0.0	1
fongicide	fongicide	ADJ	0.0	1
fongicide	fongicide	NOM	0.0	1
fongique	fongique	ADJ	0.0	1
fongueuse	fongueux	ADJ	0.14	0
fongueuses	fongueux	ADJ	0.14	0
fongus	fongus	NOM	0.0	1
font	faire	VER	5328.99	0
fontaine	fontaine	NOM	24.46	1
fontaines	fontaine	NOM	24.46	0
fontainette	fontainette	NOM	0.27	1
fontainier	fontainier	NOM	0.0	1
fontanelle	fontanelle	NOM	0.07	1
fontanelle	fontanel	NOM	0.14	0
fonte	fonte	NOM	8.78	1
fontes	fonte	NOM	8.78	0
fonts	fonts	NOM	1.08	1
fonça	foncer	VER	41.82	0
fonçai	foncer	VER	41.82	0
fonçaient	foncer	VER	41.82	0
fonçais	foncer	VER	41.82	0
fonçait	foncer	VER	41.82	0
fonçant	foncer	VER	41.82	0
fonçons	foncer	VER	41.82	0
foot	foot	NOM	5.54	1
football	football	NOM	6.28	1
footballeur	footballeur	NOM	1.01	1
footballeur-vedette	footballeur-vedette	NOM	0.0	1
footballeurs	footballeur	NOM	1.01	0
footballeuse	footballeur	NOM	1.01	0
footballistique	footballistique	ADJ	0.07	1
footballistiques	footballistique	ADJ	0.07	0
footeuse	footeux	ADJ	0.0	0
footeux	footeux	NOM	0.0	1
footing	footing	NOM	0.34	1
for	for	NOM	8.51	1
forage	forage	NOM	0.27	1
forages	forage	NOM	0.27	0
foraient	forer	VER	1.69	0
forain	forain	ADJ	6.22	1
forain	forain	NOM	2.5	1
foraine	forain	NOM	2.5	0
foraine	forain	ADJ	6.22	0
foraines	forain	NOM	2.5	0
foraines	forain	ADJ	6.22	0
forains	forain	NOM	2.5	0
forains	forain	ADJ	6.22	0
forait	forer	VER	1.69	0
foramen	foramen	NOM	0.0	1
foraminifères	foraminifère	NOM	0.0	0
forant	forer	VER	1.69	0
forban	forban	NOM	1.01	1
forbans	forban	NOM	1.01	0
force	force	NOM	344.73	1
force	forcer	VER	75.41	0
force	force	ADJ:ind	4.86	1
forcement	forcement	NOM	0.07	1
forcent	forcer	VER	75.41	0
forcené	forcené	ADJ	4.66	1
forcené	forcené	NOM	2.23	1
forcenée	forcené	NOM	2.23	0
forcenée	forcené	ADJ	4.66	0
forcenées	forcené	ADJ	4.66	0
forcenées	forcené	NOM	2.23	0
forcenés	forcené	NOM	2.23	0
forcenés	forcené	ADJ	4.66	0
forceps	forceps	NOM	0.95	1
forcer	forcer	VER	75.41	1
forcera	forcer	VER	75.41	0
forcerai	forcer	VER	75.41	0
forcerais	forcer	VER	75.41	0
forcerait	forcer	VER	75.41	0
forceras	forcer	VER	75.41	0
forcerez	forcer	VER	75.41	0
forceront	forcer	VER	75.41	0
forces	forcer	VER	75.41	0
forces	force	NOM	344.73	0
forceur	forceur	NOM	0.2	1
forceurs	forceur	NOM	0.2	0
forcez	forcer	VER	75.41	0
forci	forcir	VER	1.08	0
forciez	forcer	VER	75.41	0
forcing	forcing	NOM	0.88	1
forcions	forcer	VER	75.41	0
forcir	forcir	VER	1.08	1
forcis	forcir	VER	1.08	0
forcissait	forcir	VER	1.08	0
forcit	forcir	VER	1.08	0
forcèrent	forcer	VER	75.41	0
forcé	forcé	ADJ	13.51	1
forcé	forcer	VER	75.41	0
forcée	forcer	VER	75.41	0
forcée	forcé	ADJ	13.51	0
forcées	forcer	VER	75.41	0
forcées	forcé	ADJ	13.51	0
forcément	forcément	ADV	29.12	1
forcés	forcer	VER	75.41	0
forcés	forcé	ADJ	13.51	0
fore	forer	VER	1.69	0
foreign office	foreign office	NOM	2.5	1
forent	forer	VER	1.69	0
forer	forer	VER	1.69	1
forestier	forestier	ADJ	6.42	1
forestier	forestier	NOM	4.19	1
forestiers	forestier	ADJ	6.42	0
forestiers	forestier	NOM	4.19	0
forestière	forestier	ADJ	6.42	0
forestières	forestier	ADJ	6.42	0
foret	foret	NOM	0.54	1
forets	foret	NOM	0.54	0
foreur	foreur	ADJ	0.0	1
foreur	foreur	NOM	0.2	1
foreurs	foreur	ADJ	0.0	0
foreurs	foreur	NOM	0.2	0
foreuse	foreur	NOM	0.2	0
foreuses	foreur	NOM	0.2	0
forez	forer	VER	1.69	0
forfait	forfait	VER	0.68	1
forfait	forfait	NOM	4.59	1
forfaitaire	forfaitaire	ADJ	0.2	1
forfaitaires	forfaitaire	ADJ	0.2	0
forfaits	forfait	NOM	4.59	0
forfaiture	forfaiture	NOM	0.61	1
forfanterie	forfanterie	NOM	0.74	1
forfanteries	forfanterie	NOM	0.74	0
forficules	forficule	NOM	0.07	0
forge	forge	NOM	8.58	1
forge	forger	VER	11.82	0
forgea	forger	VER	11.82	0
forgeage	forgeage	NOM	0.0	1
forgeaient	forger	VER	11.82	0
forgeais	forger	VER	11.82	0
forgeait	forger	VER	11.82	0
forgeant	forger	VER	11.82	0
forgent	forger	VER	11.82	0
forgeons	forger	VER	11.82	0
forger	forger	VER	11.82	1
forgera	forger	VER	11.82	0
forgerai	forger	VER	11.82	0
forgeries	forgerie	NOM	0.07	0
forgeron	forgeron	NOM	4.39	1
forgeronne	forgeron	NOM	4.39	0
forgerons	forgeron	NOM	4.39	0
forges	forge	NOM	8.58	0
forges	forger	VER	11.82	0
forgeur	forgeur	NOM	0.0	1
forgions	forger	VER	11.82	0
forgèrent	forger	VER	11.82	0
forgé	forger	VER	11.82	0
forgée	forger	VER	11.82	0
forgées	forger	VER	11.82	0
forgés	forger	VER	11.82	0
forints	forint	NOM	0.0	0
forlane	forlane	NOM	0.0	1
forlonger	forlonger	VER	0.14	1
forlongés	forlonger	VER	0.14	0
forma	former	VER	110.27	0
formage	formage	NOM	0.07	1
formai	former	VER	110.27	0
formaient	former	VER	110.27	0
formais	former	VER	110.27	0
formait	former	VER	110.27	0
formaldéhyde	formaldéhyde	NOM	0.0	1
formalisa	formaliser	VER	2.23	0
formalisaient	formaliser	VER	2.23	0
formalisais	formaliser	VER	2.23	0
formalisait	formaliser	VER	2.23	0
formalise	formaliser	VER	2.23	0
formaliser	formaliser	VER	2.23	1
formalisera	formaliser	VER	2.23	0
formaliserait	formaliser	VER	2.23	0
formalisez	formaliser	VER	2.23	0
formalisme	formalisme	NOM	0.34	1
formaliste	formaliste	NOM	0.2	1
formaliste	formaliste	ADJ	0.27	1
formalistes	formaliste	NOM	0.2	0
formalistes	formaliste	ADJ	0.27	0
formalisât	formaliser	VER	2.23	0
formalisé	formaliser	VER	2.23	0
formalisé	formalisé	ADJ	0.0	1
formalisée	formaliser	VER	2.23	0
formalisés	formaliser	VER	2.23	0
formalité	formalité	NOM	7.03	1
formalités	formalité	NOM	7.03	0
formant	former	VER	110.27	0
formant	formant	NOM	0.47	1
format	format	NOM	8.11	1
formatage	formatage	NOM	0.0	1
formater	formater	VER	0.0	1
formateur	formateur	ADJ	0.2	1
formateur	formateur	NOM	0.0	1
formation	formation	NOM	12.16	1
formations	formation	NOM	12.16	0
formatrice	formateur	ADJ	0.2	0
formatrice	formateur	NOM	0.0	0
formatrices	formateur	ADJ	0.2	0
formats	format	NOM	8.11	0
formaté	formater	VER	0.0	0
forme	forme	NOM	176.69	1
forme	former	VER	110.27	0
formel	formel	ADJ	9.05	1
formelle	formel	ADJ	9.05	0
formellement	formellement	ADV	4.53	1
formelles	formel	ADJ	9.05	0
formels	formel	ADJ	9.05	0
forment	former	VER	110.27	0
former	former	VER	110.27	1
formera	former	VER	110.27	0
formerai	former	VER	110.27	0
formeraient	former	VER	110.27	0
formerais	former	VER	110.27	0
formerait	former	VER	110.27	0
formerez	former	VER	110.27	0
formeriez	former	VER	110.27	0
formerons	former	VER	110.27	0
formeront	former	VER	110.27	0
formes	forme	NOM	176.69	0
formes	former	VER	110.27	0
formez	former	VER	110.27	0
formica	formica	NOM	2.03	1
formicas	formica	NOM	2.03	0
formid	formid	ADJ	0.2	1
formidable	formidable	ADJ	34.32	1
formidablement	formidablement	ADV	1.42	1
formidables	formidable	ADJ	34.32	0
formide	formide	ADJ	0.27	1
formides	formide	ADJ	0.27	0
formids	formid	ADJ	0.2	0
formiez	former	VER	110.27	0
formions	former	VER	110.27	0
formique	formique	ADJ	0.07	1
formol	formol	NOM	0.74	1
formons	former	VER	110.27	0
formula	formuler	VER	15.54	0
formulai	formuler	VER	15.54	0
formulaient	formuler	VER	15.54	0
formulaire	formulaire	NOM	1.55	1
formulaires	formulaire	NOM	1.55	0
formulais	formuler	VER	15.54	0
formulait	formuler	VER	15.54	0
formulant	formuler	VER	15.54	0
formulation	formulation	NOM	1.15	1
formulations	formulation	NOM	1.15	0
formule	formule	NOM	34.39	1
formule	formuler	VER	15.54	0
formulent	formuler	VER	15.54	0
formuler	formuler	VER	15.54	1
formulera	formuler	VER	15.54	0
formules	formuler	VER	15.54	0
formules	formule	NOM	34.39	0
formulettes	formulette	NOM	0.07	0
formulez	formuler	VER	15.54	0
formulons	formuler	VER	15.54	0
formulât	formuler	VER	15.54	0
formulé	formulé	ADJ	1.69	1
formulé	formuler	VER	15.54	0
formulée	formulé	ADJ	1.69	0
formulée	formuler	VER	15.54	0
formulées	formulé	ADJ	1.69	0
formulées	formuler	VER	15.54	0
formulés	formuler	VER	15.54	0
formulés	formulé	ADJ	1.69	0
formèrent	former	VER	110.27	0
formé	formé	ADJ	3.24	1
formé	former	VER	110.27	0
formée	formé	ADJ	3.24	0
formée	former	VER	110.27	0
formées	former	VER	110.27	0
formées	formé	ADJ	3.24	0
formés	former	VER	110.27	0
formés	formé	ADJ	3.24	0
fornicateur	fornicateur	NOM	0.34	1
fornicateurs	fornicateur	NOM	0.34	0
fornication	fornication	NOM	1.22	1
fornications	fornication	NOM	1.22	0
fornicatrice	fornicateur	NOM	0.34	0
forniquaient	forniquer	VER	1.22	0
forniquait	forniquer	VER	1.22	0
forniquant	forniquer	VER	1.22	0
fornique	forniquer	VER	1.22	0
forniquent	forniquer	VER	1.22	0
forniquer	forniquer	VER	1.22	1
forniqué	forniquer	VER	1.22	0
fors	fors	PRE	0.27	1
forsythias	forsythia	NOM	0.07	0
fort	fort	ADV	212.77	1
fort	fort	ADJ	140.27	1
fort	fort	NOM	12.7	1
forte	fort	ADJ	140.27	0
forte	forte	ADV	0.14	1
fortement	fortement	ADV	15.68	1
forteresse	forteresse	NOM	16.96	1
forteresses	forteresse	NOM	16.96	0
fortes	fort	ADJ	140.27	0
fortiche	fortiche	ADJ	2.03	1
fortiches	fortiche	ADJ	2.03	0
fortifia	fortifier	VER	6.55	0
fortifiaient	fortifier	VER	6.55	0
fortifiais	fortifier	VER	6.55	0
fortifiait	fortifier	VER	6.55	0
fortifiant	fortifiant	NOM	0.54	1
fortifiant	fortifiant	ADJ	0.27	1
fortifiant	fortifier	VER	6.55	0
fortifiants	fortifiant	NOM	0.54	0
fortifiants	fortifiant	ADJ	0.27	0
fortification	fortification	NOM	2.36	1
fortifications	fortification	NOM	2.36	0
fortifie	fortifier	VER	6.55	0
fortifient	fortifier	VER	6.55	0
fortifier	fortifier	VER	6.55	1
fortifiera	fortifier	VER	6.55	0
fortifierait	fortifier	VER	6.55	0
fortifiez	fortifier	VER	6.55	0
fortifions	fortifier	VER	6.55	0
fortifiât	fortifier	VER	6.55	0
fortifièrent	fortifier	VER	6.55	0
fortifié	fortifier	VER	6.55	0
fortifié	fortifié	ADJ	1.82	1
fortifiée	fortifier	VER	6.55	0
fortifiée	fortifié	ADJ	1.82	0
fortifiées	fortifier	VER	6.55	0
fortifiées	fortifié	ADJ	1.82	0
fortifiés	fortifier	VER	6.55	0
fortifiés	fortifié	ADJ	1.82	0
fortifs	fortif	NOM	1.01	0
fortin	fortin	NOM	3.31	1
fortins	fortin	NOM	3.31	0
fortissimo	fortissimo	ADV	0.47	1
fortissimo	fortissimo	NOM	0.2	1
fortitude	fortitude	NOM	0.07	1
fortraiture	fortraiture	NOM	0.07	1
forts	fort	ADJ	140.27	0
forts	fort	NOM	12.7	0
fortuit	fortuit	ADJ	3.38	1
fortuite	fortuit	ADJ	3.38	0
fortuitement	fortuitement	ADV	0.34	1
fortuites	fortuit	ADJ	3.38	0
fortuits	fortuit	ADJ	3.38	0
fortune	fortune	NOM	51.49	1
fortunes	fortune	NOM	51.49	0
fortuné	fortuné	ADJ	3.45	1
fortunée	fortuné	ADJ	3.45	0
fortunées	fortuné	ADJ	3.45	0
fortunés	fortuné	ADJ	3.45	0
forum	forum	NOM	1.08	1
forums	forum	NOM	1.08	0
força	forcer	VER	75.41	0
forçage	forçage	NOM	0.14	1
forçai	forcer	VER	75.41	0
forçaient	forcer	VER	75.41	0
forçais	forcer	VER	75.41	0
forçait	forcer	VER	75.41	0
forçant	forcer	VER	75.41	0
forçat	forçat	NOM	3.11	1
forçats	forçat	NOM	3.11	0
forçons	forcer	VER	75.41	0
forçât	forcer	VER	75.41	0
foré	forer	VER	1.69	0
forée	forer	VER	1.69	0
forés	forer	VER	1.69	0
forêt	forêt	NOM	113.31	1
forêts	forêt	NOM	113.31	0
fosse	fosse	NOM	14.05	1
fosses	fosse	NOM	14.05	0
fossette	fossette	NOM	4.32	1
fossettes	fossette	NOM	4.32	0
fossile	fossile	ADJ	1.89	1
fossile	fossile	NOM	0.74	1
fossiles	fossile	NOM	0.74	0
fossiles	fossile	ADJ	1.89	0
fossilisation	fossilisation	NOM	0.07	1
fossilisé	fossiliser	VER	0.68	0
fossilisés	fossiliser	VER	0.68	0
fossoyeur	fossoyeur	NOM	2.7	1
fossoyeurs	fossoyeur	NOM	2.7	0
fossoyeuse	fossoyeuse	NOM	0.0	1
fossé	fossé	NOM	26.42	1
fossés	fossé	NOM	26.42	0
fou	fou	NOM	55.81	1
fou	fou	ADJ	164.32	1
fou-fou	fou-fou	ADJ	0.0	1
fou-fou	fou-fou	NOM	0.0	1
fou-rire	fou-rire	NOM	0.14	1
fou-rire	fou-rire	ADJ	0.0	1
fouaces	fouace	NOM	0.07	0
fouailla	fouailler	VER	1.55	0
fouaillai	fouailler	VER	1.55	0
fouaillaient	fouailler	VER	1.55	0
fouaillait	fouailler	VER	1.55	0
fouaillant	fouailler	VER	1.55	0
fouaille	fouailler	VER	1.55	0
fouaille	fouaille	NOM	1.22	1
fouailler	fouailler	VER	1.55	1
fouaillé	fouailler	VER	1.55	0
fouaillée	fouailler	VER	1.55	0
fouaillées	fouailler	VER	1.55	0
foucade	foucade	NOM	0.47	1
foucades	foucade	NOM	0.47	0
fouchtra	fouchtra	ONO	0.27	1
foudre	foudre	NOM	14.46	1
foudres	foudre	NOM	14.46	0
foudroie	foudroyer	VER	8.99	0
foudroiement	foudroiement	NOM	0.0	1
foudroient	foudroyer	VER	8.99	0
foudroiera	foudroyer	VER	8.99	0
foudroieraient	foudroyer	VER	8.99	0
foudroierait	foudroyer	VER	8.99	0
foudroya	foudroyer	VER	8.99	0
foudroyaient	foudroyer	VER	8.99	0
foudroyait	foudroyer	VER	8.99	0
foudroyant	foudroyant	ADJ	6.62	1
foudroyant	foudroyer	VER	8.99	0
foudroyante	foudroyant	ADJ	6.62	0
foudroyantes	foudroyant	ADJ	6.62	0
foudroyants	foudroyant	ADJ	6.62	0
foudroyer	foudroyer	VER	8.99	1
foudroyions	foudroyer	VER	8.99	0
foudroyèrent	foudroyer	VER	8.99	0
foudroyé	foudroyer	VER	8.99	0
foudroyée	foudroyer	VER	8.99	0
foudroyées	foudroyer	VER	8.99	0
foudroyés	foudroyer	VER	8.99	0
fouet	fouet	NOM	18.31	1
fouets	fouet	NOM	18.31	0
fouetta	fouetter	VER	17.36	0
fouettaient	fouetter	VER	17.36	0
fouettais	fouetter	VER	17.36	0
fouettait	fouetter	VER	17.36	0
fouettant	fouetter	VER	17.36	0
fouettard	fouettard	ADJ	0.68	1
fouettards	fouettard	ADJ	0.68	0
fouette	fouetter	VER	17.36	0
fouettement	fouettement	NOM	0.27	1
fouettements	fouettement	NOM	0.27	0
fouettent	fouetter	VER	17.36	0
fouetter	fouetter	VER	17.36	1
fouettera	fouetter	VER	17.36	0
fouetterai	fouetter	VER	17.36	0
fouetterait	fouetter	VER	17.36	0
fouetteront	fouetter	VER	17.36	0
fouettes	fouetter	VER	17.36	0
fouetteur	fouetteur	NOM	0.41	1
fouetteurs	fouetteur	NOM	0.41	0
fouetteurs	fouetteur	ADJ	0.0	0
fouetteuse	fouetteur	NOM	0.41	0
fouettez	fouetter	VER	17.36	0
fouettons	fouetter	VER	17.36	0
fouettèrent	fouetter	VER	17.36	0
fouetté	fouetté	NOM	0.54	1
fouetté	fouetter	VER	17.36	0
fouettée	fouetter	VER	17.36	0
fouettées	fouetter	VER	17.36	0
fouettés	fouetter	VER	17.36	0
fouettés	fouetté	NOM	0.54	0
foufou	foufou	ADJ	0.0	1
foufoune	foufoune	NOM	0.0	1
foufounes	foufoune	NOM	0.0	0
foufounette	foufounette	NOM	0.2	1
foufous	foufou	ADJ	0.0	0
fougasse	fougasse	NOM	0.14	1
fouge	fouger	VER	0.0	0
fougeraie	fougeraie	NOM	0.61	1
fougeraies	fougeraie	NOM	0.61	0
fougue	fougue	NOM	5.14	1
fougues	fougue	NOM	5.14	0
fougueuse	fougueux	ADJ	3.45	0
fougueusement	fougueusement	ADV	0.47	1
fougueuses	fougueux	ADJ	3.45	0
fougueux	fougueux	ADJ	3.45	1
fougère	fougère	NOM	8.11	1
fougères	fougère	NOM	8.11	0
foui	fouir	VER	0.95	0
fouie	fouir	VER	0.95	0
fouies	fouir	VER	0.95	0
fouilla	fouiller	VER	47.16	0
fouillai	fouiller	VER	47.16	0
fouillaient	fouiller	VER	47.16	0
fouillais	fouiller	VER	47.16	0
fouillait	fouiller	VER	47.16	0
fouillant	fouiller	VER	47.16	0
fouillasse	fouiller	VER	47.16	0
fouille	fouille	NOM	11.28	1
fouille	fouiller	VER	47.16	0
fouillent	fouiller	VER	47.16	0
fouiller	fouiller	VER	47.16	1
fouillera	fouiller	VER	47.16	0
fouillerai	fouiller	VER	47.16	0
fouillerais	fouiller	VER	47.16	0
fouillerait	fouiller	VER	47.16	0
fouilleras	fouiller	VER	47.16	0
fouillerons	fouiller	VER	47.16	0
fouilleront	fouiller	VER	47.16	0
fouilles	fouille	NOM	11.28	0
fouilles	fouiller	VER	47.16	0
fouillette	fouillette	NOM	0.2	1
fouilleur	fouilleur	NOM	0.41	1
fouilleur	fouilleur	ADJ	0.07	1
fouilleurs	fouilleur	ADJ	0.07	0
fouilleurs	fouilleur	NOM	0.41	0
fouilleuse	fouilleur	NOM	0.41	0
fouillez	fouiller	VER	47.16	0
fouilliez	fouiller	VER	47.16	0
fouillis	fouillis	NOM	7.16	1
fouillons	fouiller	VER	47.16	0
fouillèrent	fouiller	VER	47.16	0
fouillé	fouiller	VER	47.16	0
fouillée	fouiller	VER	47.16	0
fouillées	fouiller	VER	47.16	0
fouillés	fouiller	VER	47.16	0
fouinaient	fouiner	VER	2.43	0
fouinais	fouiner	VER	2.43	0
fouinait	fouiner	VER	2.43	0
fouinant	fouiner	VER	2.43	0
fouinard	fouinard	NOM	0.0	1
fouinards	fouinard	ADJ	0.07	0
fouinards	fouinard	NOM	0.0	0
fouine	fouine	NOM	2.43	1
fouine	fouiner	VER	2.43	0
fouinent	fouiner	VER	2.43	0
fouiner	fouiner	VER	2.43	1
fouinera	fouiner	VER	2.43	0
fouineriez	fouiner	VER	2.43	0
fouines	fouiner	VER	2.43	0
fouines	fouine	NOM	2.43	0
fouineur	fouineur	ADJ	0.81	1
fouineur	fouineur	NOM	0.07	1
fouineurs	fouineur	NOM	0.07	0
fouineurs	fouineur	ADJ	0.81	0
fouineuse	fouineur	ADJ	0.81	0
fouineuse	fouineur	NOM	0.07	0
fouinez	fouiner	VER	2.43	0
fouiniez	fouiner	VER	2.43	0
fouiné	fouiner	VER	2.43	0
fouir	fouir	VER	0.95	1
fouissait	fouir	VER	0.95	0
fouissant	fouir	VER	0.95	0
fouissent	fouir	VER	0.95	0
fouisseur	fouisseur	NOM	0.14	1
fouisseur	fouisseur	ADJ	0.34	1
fouisseurs	fouisseur	ADJ	0.34	0
fouisseurs	fouisseur	NOM	0.14	0
fouisseuse	fouisseur	ADJ	0.34	0
fouisseuses	fouisseur	ADJ	0.34	0
fouit	fouir	VER	0.95	0
foula	fouler	VER	9.59	0
foulage	foulage	NOM	0.07	1
foulaient	fouler	VER	9.59	0
foulais	fouler	VER	9.59	0
foulait	fouler	VER	9.59	0
foulant	foulant	ADJ	0.07	1
foulant	fouler	VER	9.59	0
foulard	foulard	NOM	19.19	1
foulards	foulard	NOM	19.19	0
foulbé	foulbé	ADJ	0.07	1
foule	fouler	VER	9.59	0
foule	foule	NOM	112.3	1
foulent	fouler	VER	9.59	0
fouler	fouler	VER	9.59	1
foulera	fouler	VER	9.59	0
fouleraient	fouler	VER	9.59	0
foulerait	fouler	VER	9.59	0
foulerez	fouler	VER	9.59	0
foules	foule	NOM	112.3	0
foules	fouler	VER	9.59	0
fouleur	fouleur	NOM	0.0	1
foulions	fouler	VER	9.59	0
fouloir	fouloir	NOM	0.14	1
foulon	foulon	NOM	0.0	1
foulons	fouler	VER	9.59	0
foulque	foulque	NOM	0.07	1
foulques	foulque	NOM	0.07	0
foulure	foulure	NOM	0.2	1
foulures	foulure	NOM	0.2	0
foulèrent	fouler	VER	9.59	0
foulé	fouler	VER	9.59	0
foulée	fouler	VER	9.59	0
foulée	foulée	NOM	7.3	1
foulées	foulée	NOM	7.3	0
foulées	fouler	VER	9.59	0
foulés	fouler	VER	9.59	0
four	four	NOM	28.99	1
fourbais	fourber	VER	0.14	0
fourbe	fourbe	ADJ	1.08	1
fourbe	fourbe	NOM	0.81	1
fourber	fourber	VER	0.14	1
fourberie	fourberie	NOM	1.28	1
fourberies	fourberie	NOM	1.28	0
fourbes	fourbe	NOM	0.81	0
fourbes	fourbe	ADJ	1.08	0
fourbi	fourbir	VER	1.55	0
fourbi	fourbi	NOM	3.18	1
fourbi	fourbi	ADJ	0.34	1
fourbie	fourbir	VER	1.55	0
fourbir	fourbir	VER	1.55	1
fourbis	fourbi	ADJ	0.34	0
fourbis	fourbir	VER	1.55	0
fourbis	fourbi	NOM	3.18	0
fourbissaient	fourbir	VER	1.55	0
fourbissais	fourbir	VER	1.55	0
fourbissait	fourbir	VER	1.55	0
fourbissant	fourbir	VER	1.55	0
fourbit	fourbir	VER	1.55	0
fourbu	fourbu	ADJ	6.01	1
fourbue	fourbu	ADJ	6.01	0
fourbues	fourbu	ADJ	6.01	0
fourbus	fourbu	ADJ	6.01	0
fourcha	fourcher	VER	0.27	0
